,Unnamed: 0,restaurant,Head x,Head y,Neck x,Neck y,Torso x,Torso y,Tailhead x,Tailhead y,warped Head x,warped Head y,warped Neck x,warped Neck y,warped Torso x,warped Torso y,warped Tailhead x,warped Tailhead y
0,0.0,R1,182,109,182,142,1,1,1,1,547.3323974609375,96.69082641601562,645.2899169921875,96.69082641601562,218.62567138671875,506.9335021972656,218.62567138671875,506.9335021972656
1,,R2,196,133,233,133,1,1,1,1,545.884033203125,113.3209228515625,631.4236450195312,115.03997802734375,1058.0899658203125,-262.544677734375,1058.0899658203125,-262.544677734375
2,,R3,213,91,213,114,1,1,1,1,646.8316650390625,111.32150268554688,587.9498901367188,111.69833374023438,880.7932739257812,-392.1404724121094,880.7932739257812,-392.1404724121094
3,,R4,155,116,191,116,1,1,1,1,651.8267211914062,97.35382080078125,576.396484375,97.27664184570312,971.4733276367188,363.50994873046875,971.4733276367188,363.50994873046875
