,Head x,Head y,Neck x,Neck y,Torso x,Torso y,Tailhead x,Tailhead y,warped Head x,warped Head y,warped Neck x,warped Neck y,warped Torso x,warped Torso y,warped Tailhead x,warped Tailhead y,Elapsed Time,decision,Head displacement,Neck displacement,Torso displacement,Tailhead displacement,Head velocity,Neck velocity,Torso velocity,Tailhead velocity,Head acceleration,Neck acceleration,Torso acceleration,Tailhead acceleration
5868,167.4302520751953,127.79630279541016,160.67681884765625,127.41416931152344,151.23214721679688,124.83219146728516,139.84913635253906,123.75772857666016,299.1186344164664,61.357511619634906,298.898089059001,66.96543527623398,296.04490334086387,76.2120665496441,294.9541079867792,86.78594056959517,0.3333333333333333,,4.112171738181333,4.271943166862733,4.0880032509598445,3.992379854251149,123.36515214543999,128.158295005882,122.64009752879534,119.77139562753447,35.08214440942723,215.68767882050054,-116.33844386613717,-182.305055019892
5869,172.10662841796875,128.65579223632812,167.2417755126953,127.72682189941406,155.49050903320312,124.6511459350586,143.8408203125,123.44342041015625,300.22217361667117,57.35572910191073,299.18336596446716,62.46286747022401,295.90270980577225,72.25588277838027,294.72884317088267,83.00282262202771,0.36666666666666664,,4.151151898636252,4.511596143329956,3.9587383133308034,3.7898186820068247,124.53455695908757,135.34788429989868,118.7621493999241,113.69456046020474,287.0452837828414,-91.00244231067364,-65.48248510968037,5.236022852786419
5870,176.095458984375,131.32803344726562,171.37356567382812,128.1812286376953,159.72964477539062,124.57086944580078,148.16368103027344,123.08660125732422,302.3510302609294,53.42512051596865,299.42737920337777,58.059140432657635,295.92177268820717,68.36994953911329,294.55945376677363,79.21096772536048,0.4,,4.470091102839409,4.410482318540319,3.8859799965422694,3.7956364851765874,134.10273308518228,132.31446955620956,116.57939989626809,113.86909455529762,-514.0786691508806,-208.3613185425621,-26.717284163766806,19.85496519613463
5871,180.20008850097656,131.4045867919922,175.48587036132812,128.20114135742188,163.7689208984375,124.6725082397461,152.15293884277344,123.10517883300781,302.9485058033904,49.57227918278224,299.6162302110112,53.88444003566393,296.5731730285762,64.56907043330125,294.58775408828274,75.39337506332393,0.43333333333333335,,3.898892581560653,4.178969742381916,3.856294125249195,3.817697557616737,116.96677744681959,125.36909227145749,115.68882375747586,114.53092672850211,-212.09701695286142,-278.2545254088926,-12.91031927087758,19.02224125159094
5872,184.8494873046875,132.0528564453125,180.13124084472656,128.68728637695312,168.23043823242188,126.9698715209961,156.31475830078125,123.46175384521484,303.3261290648479,45.92856554701593,299.75441283574514,50.017109885479435,297.8518183377151,60.94613780938663,294.77052618640244,71.55889516521627,0.4666666666666667,T-entry,3.663229229390807,3.8697980474831466,3.841949326059331,3.8388333812296156,109.89687688172421,116.0939414244944,115.25847978177994,115.16500143688847,-440.5842039602649,-501.0530795498683,-458.76748278128275,-125.38897157301534
5873,188.6437225341797,131.94281005859375,184.0013885498047,128.65570068359375,172.21475219726562,127.21275329589844,160.5349884033203,123.62110900878906,303.32837585205647,42.754875117322285,299.8485112203086,46.705374049831725,298.4552064630803,57.669015476762105,294.8688176925953,67.86068883643067,0.5,T-entry,3.1736912249905127,3.3130724035388486,3.3322076785245724,3.699512301704043,95.21073674971538,99.39217210616546,99.96623035573718,110.9853690511213,-630.0265153298989,-710.8666375792087,-437.2746895992006,-392.70586118364054
5874,191.7033233642578,131.96717834472656,187.16036987304688,128.702392578125,175.50405883789062,127.14836120605469,164.14402770996094,123.71625518798828,303.3425862010475,40.28125417096712,300.07210557773016,44.19207986114573,297.89128881165004,54.879089379607635,294.60410850717176,64.60827073225235,0.5333333333333333,T-entry,2.473661763512847,2.5232205840063946,2.8463469123032388,3.2631724559444426,74.20985290538542,75.69661752019184,85.39040736909716,97.89517367833328,-672.9673612473046,-634.9296016673493,-156.68927386953627,-518.2232427776271
5875,192.51190185546875,132.3599853515625,188.08493041992188,128.7685089111328,176.65972900390625,124.65530395507812,167.22251892089844,122.99703979492188,303.58359468552953,38.57224404130894,300.7170070356102,42.492582103495984,296.5435257640488,52.57161399732612,293.8201534343269,62.037791050349924,0.5666666666666667,T-entry,1.7259202510158422,1.817743248820451,2.672247719114865,2.6873688528581905,51.777607530475265,54.53229746461353,80.16743157344595,80.62106558574571,-301.7426627725179,-53.89061916137315,-545.2888052069615,-442.1139209176755
5876,193.1821746826172,132.83494567871094,188.9362335205078,130.95668029785156,179.71444702148438,124.67005920410156,168.36183166503906,120.80400848388672,304.44975131521016,37.48427260066522,301.9839942412623,41.27404526928599,295.97962805598337,50.58367295300122,292.8050244440101,60.0903555012503,0.6,T-entry,1.3906506257130444,1.7578647830855918,2.066371268884908,2.196131162949662,41.719518771391336,52.735943492567756,61.99113806654724,65.88393488848986,1594.2709957428858,237.31958180113986,-142.95629663488754,-246.53150188805307
5877,195.2618408203125,136.17965698242188,191.24745178222656,131.69886779785156,180.57659912109375,124.78514862060547,171.21588134765625,120.64659881591797,307.5592130308193,36.90991272781579,303.75248365956975,40.294697247734845,296.6208508323097,48.78714640561285,292.1684310342692,58.27662188600752,0.6333333333333333,T-entry,3.16206284320514,2.0215532073090805,1.9075309392905884,1.9222072719629364,94.8618852961542,60.64659621927242,57.22592817871765,57.66621815888809,136.51425781940674,201.93741300288147,383.6019444310928,59.35286191602124
5878,195.21018981933594,139.77926635742188,191.7358856201172,135.0679473876953,183.51512145996094,127.43911743164062,172.27713012695312,120.82673645019531,310.8728524734275,36.88341930247523,305.89953630463003,39.63563881517532,298.1499576390936,47.024124489591316,291.9688560642149,56.2985092190784,0.6666666666666666,Acc,3.3137453518933695,2.2459281106456155,2.3337553219918026,1.9881548963140712,99.41236055680109,67.37784331936847,70.01265965975408,59.644646889422134,-1170.1645687235714,-84.77660706050116,-206.9318119028449,632.4400689378607
5879,195.17355346679688,141.05223083496094,192.1461639404297,136.17877197265625,184.4033966064453,127.98512268066406,175.5291748046875,120.94998168945312,312.8340612155281,37.33959273690319,308.01808715102436,39.25921830943832,299.26494393175244,45.240053076252536,291.93987792458887,53.60779917346441,0.7,Acc,2.013562497756068,2.151731880578392,2.103831086544197,2.690866084022805,60.406874932682044,64.55195641735176,63.114932596325914,80.72598252068416,1057.4975265368291,-271.341973232193,-135.7294954322692,574.6106443253461
5880,192.90621948242188,144.57911682128906,192.4090118408203,139.4349822998047,187.7835235595703,128.63555908203125,179.5077667236328,120.74201965332031,315.93606752111805,38.07747494700173,309.8571598121133,39.05623367382803,299.9514809450671,43.411677801962185,291.933997931972,50.278482010367995,0.7333333333333333,Acc,3.188559749463656,1.8502407992092886,1.9530205360638981,3.329322355495412,95.65679248390968,55.50722397627866,58.59061608191694,99.87967066486236,-613.9972188494688,-516.1526932761055,-24.149826528786065,92.65490785985307
5881,192.7765655517578,147.017333984375,192.58346557617188,139.8825225830078,188.63404846191406,128.95004272460938,183.26177978515625,120.82738494873047,318.3426582139286,38.77752103673459,311.12748356062764,38.92841739565001,300.7357157891761,41.65236725752231,292.0853090657997,46.84954664202116,0.7666666666666667,Acc,2.5063406174086906,1.2767378066802824,1.926187395476358,3.4322722531174708,75.19021852226072,38.302134200408474,57.78562186429074,102.96816759352413,-1541.2412010656906,-282.47481867549,70.34387167881164,-312.3736255165024
5882,192.578857421875,147.39019775390625,192.8478546142578,140.3297119140625,191.75282287597656,131.07855224609375,186.94168090820312,120.86357116699219,318.9286457046911,39.313074123484675,312.08687905700464,38.84661152552722,301.9299644019475,40.04265356835569,292.6598637918299,43.8183279166596,0.8,Acc,0.7938503940023678,0.9628768970408491,2.0043472528972597,3.085190446988024,23.815511820071034,28.886306911225475,60.130417586917794,92.55571340964072,-300.8356310664907,128.24520491086142,-262.80100492567306,-354.0067517772552
5883,192.2047119140625,147.72865295410156,192.89405822753906,140.87887573242188,192.6993408203125,131.5426025390625,188.74269104003906,122.82987976074219,319.16383972942344,39.70792274658597,313.19223342789695,38.840445435566615,303.01297780486874,38.71630095323422,293.84913766658633,41.40344034521381,0.8333333333333334,Acc,0.45958858170626704,1.1053715691640285,1.7123461363131787,2.6918496116799626,13.78765745118801,33.161147074920855,51.37038408939536,80.75548835039888,533.9941240251467,269.0421337135614,16.280924721065233,-75.68183677874913
5884,192.00180053710938,148.4178009033203,192.9175567626953,143.65769958496094,193.04299926757812,132.512939453125,191.54005432128906,123.42627716064453,320.16774959556756,40.02540627546621,314.59397556926774,38.92528579695795,304.4002388007694,37.68193358056985,295.4763442322797,39.36564640672941,0.8666666666666667,Acc,1.0529153861786522,1.4043072732902078,1.7304360526699176,2.6077586819257967,31.587461585359566,42.12921819870623,51.91308158009753,78.2327604577739,985.2061960195133,-44.11595790341039,199.29535307810752,-142.56514623228966
5885,191.81582641601562,151.14505004882812,192.68946838378906,144.71035766601562,195.36892700195312,135.48130798339844,192.95806884765625,126.9661865234375,322.2930653506453,40.33390454917427,315.940244697346,39.0813921011689,306.19158300825734,36.90675408570369,297.3262397145695,37.760275220268134,0.9,Acc,2.1475889373114447,1.3552895422864184,1.951875333867815,2.4493529638899196,64.42766811934334,40.658686268592554,58.55626001603445,73.48058891669758,-1278.4523383280732,-177.59984774519097,-521.9389107749497,-567.3427380777706
